persona_name,persona_group,persona_volatility,step_drift,var_drift,total_distance,alpha_p
Cautious Processor,balanced,medium,0.21413754,0.0037721633,1.4989628,0.92540973
Stoic Regulator,suppressive,low,0.15695769,0.0031249453,1.4126192,0.9513876
Calm Reflective,suppressive,low,0.16764978,0.00362154,1.508848,0.9417706
Detached Observer,suppressive,low,0.12785468,0.0020465376,1.1506921,0.9663441
Rational Analyzer,suppressive,low,0.09677985,0.0011869185,0.8710187,0.97745186
Emotionally Volatile,reactive,high,0.070137054,0.00042507128,0.6312335,0.110290706
Highly Sensitive,reactive,high,0.2413745,0.0068153795,2.1723704,0.43941545
Easily Overwhelmed,reactive,high,0.025868379,3.0825042e-05,0.23281541,0.026550476
Impulsive Reactor,reactive,high,0.23204085,0.0063110627,2.0883677,0.4433067
Optimistic Interpreter,positive,medium,0.12558058,0.0020438654,1.1302252,0.9865302
Gratitude Focused,positive,medium,0.26847446,0.009378042,2.4162703,0.8955416
Hope Oriented,positive,medium,0.1967193,0.004822512,1.7704737,0.96155053
Reward Seeker,positive,medium,0.35660234,0.016332883,3.2094212,0.7574722
Negative Anticipator,negative,medium,0.13679081,0.0024264466,1.2311174,0.98216563
Critical Evaluator,negative,medium,0.31354165,0.012828884,2.8218749,0.8635934
Self Demanding,negative,medium,0.3356416,0.01462324,3.0207744,0.8129467
Threat Aware,negative,medium,0.15914562,0.003250963,1.4323106,0.97436404
Emotionally Balanced,balanced,medium,0.16331357,0.003351554,1.4698222,0.9524554
Empathy Driven,balanced,medium,0.35059795,0.015485496,3.1553814,0.6808769
Socially Sensitive,balanced,medium,0.28625,0.010691265,2.5762498,0.8621408
Cautious Processor,balanced,medium,0.20304172,0.0053521427,1.8273754,0.92540973
Stoic Regulator,suppressive,low,0.1569203,0.0031252657,1.4122827,0.9513876
Calm Reflective,suppressive,low,0.16761014,0.0036219717,1.5084913,0.9417706
Detached Observer,suppressive,low,0.12782319,0.0020466775,1.1504087,0.9663441
Rational Analyzer,suppressive,low,0.09675557,0.0011869718,0.87080014,0.97745186
Emotionally Volatile,reactive,high,0.07067163,0.00043990725,0.6360447,0.110290706
Highly Sensitive,reactive,high,0.24246965,0.0068601426,2.182227,0.43941545
Easily Overwhelmed,reactive,high,0.027030926,3.5566292e-05,0.24327834,0.026550476
Impulsive Reactor,reactive,high,0.23314002,0.006354,2.0982602,0.4433067
Optimistic Interpreter,positive,medium,0.1255763,0.0020444957,1.1301867,0.9865302
Gratitude Focused,positive,medium,0.268444,0.009381421,2.415996,0.8955416
Hope Oriented,positive,medium,0.19668356,0.0048231566,1.770152,0.96155053
Reward Seeker,positive,medium,0.35674778,0.016357083,3.21073,0.7574722
Negative Anticipator,negative,medium,0.13677795,0.002427001,1.2310016,0.98216563
Critical Evaluator,negative,medium,0.3135363,0.0128361285,2.8218267,0.8635934
Self Demanding,negative,medium,0.33569854,0.014637684,3.021287,0.8129467
Threat Aware,negative,medium,0.1591205,0.00325144,1.4320846,0.97436404
Emotionally Balanced,balanced,medium,0.16327646,0.0033519347,1.4694881,0.9524554
Empathy Driven,balanced,medium,0.35089734,0.015521701,3.158076,0.6808769
Socially Sensitive,balanced,medium,0.2862475,0.010697798,2.5762274,0.8621408
Cautious Processor,balanced,medium,0.20300193,0.005353204,1.8270174,0.92540973
Stoic Regulator,suppressive,low,0.15944074,0.0026033544,1.2755259,0.9513876
Calm Reflective,suppressive,low,0.17071678,0.0030271038,1.3657342,0.9417706
Detached Observer,suppressive,low,0.13006613,0.0017191172,1.040529,0.9663441
Rational Analyzer,suppressive,low,0.098964855,0.0010075858,0.79171884,0.97745186
Emotionally Volatile,reactive,high,0.07718596,0.00048730156,0.61748767,0.110290706
Highly Sensitive,reactive,high,0.27112973,0.0072876774,2.1690378,0.43941545
Easily Overwhelmed,reactive,high,0.030018326,4.0999716e-05,0.2401466,0.026550476
Impulsive Reactor,reactive,high,0.2606491,0.006743192,2.085193,0.4433067
Optimistic Interpreter,positive,medium,0.12750252,0.0017004067,1.0200201,0.9865302
Gratitude Focused,positive,medium,0.27910754,0.008177743,2.2328603,0.8955416
Hope Oriented,positive,medium,0.20335402,0.004207704,1.6268321,0.96155053
Reward Seeker,positive,medium,0.3883722,0.015767587,3.1069777,0.7574722
Negative Anticipator,negative,medium,0.14047194,0.0020665827,1.1237755,0.98216563
Critical Evaluator,negative,medium,0.33026958,0.011503903,2.6421566,0.8635934
Self Demanding,negative,medium,0.35985312,0.013623038,2.878825,0.8129467
Threat Aware,negative,medium,0.16476656,0.002826789,1.3181325,0.97436404
Emotionally Balanced,balanced,medium,0.1661239,0.0028037038,1.3289912,0.9524554
Empathy Driven,balanced,medium,0.38775572,0.0155414995,3.1020458,0.6808769
Socially Sensitive,balanced,medium,0.3015976,0.009593751,2.4127808,0.8621408
Cautious Processor,balanced,medium,0.20826563,0.0045394273,1.666125,0.92540973
Stoic Regulator,suppressive,low,0.16173317,0.0021137833,1.1321322,0.9513876
Calm Reflective,suppressive,low,0.17348896,0.002461415,1.2144227,0.9417706
Detached Observer,suppressive,low,0.13245556,0.0014138222,0.9271889,0.9663441
Rational Analyzer,suppressive,low,0.10131037,0.00083619985,0.7091726,0.97745186
Emotionally Volatile,reactive,high,0.083709024,0.0004977433,0.5859632,0.110290706
Highly Sensitive,reactive,high,0.30675864,0.007725103,2.1473105,0.43941545
Easily Overwhelmed,reactive,high,0.026759464,3.311919e-05,0.18731625,0.026550476
Impulsive Reactor,reactive,high,0.29480928,0.007141512,2.063665,0.4433067
Optimistic Interpreter,positive,medium,0.12904023,0.0013709953,0.90328157,0.9865302
Gratitude Focused,positive,medium,0.2898161,0.006944036,2.0287127,0.8955416
Hope Oriented,positive,medium,0.21095215,0.003605627,1.476665,0.96155053
Reward Seeker,positive,medium,0.424308,0.014952045,2.970156,0.7574722
Negative Anticipator,negative,medium,0.14391264,0.0017080439,1.0073885,0.98216563
Critical Evaluator,negative,medium,0.34779423,0.010064016,2.4345596,0.8635934
Self Demanding,negative,medium,0.3863264,0.012423462,2.704285,0.8129467
Threat Aware,negative,medium,0.1706752,0.0023969072,1.1947265,0.97436404
Emotionally Balanced,balanced,medium,0.16884732,0.0022894687,1.1819313,0.9524554
Empathy Driven,balanced,medium,0.43123466,0.015393505,3.0186427,0.6808769
Socially Sensitive,balanced,medium,0.31775394,0.008405282,2.2242775,0.8621408
Cautious Processor,balanced,medium,0.21323408,0.0037452353,1.4926386,0.92540973
Stoic Regulator,suppressive,low,0.15669712,0.0031174181,1.4102741,0.9513876
Calm Reflective,suppressive,low,0.16735385,0.0036125227,1.5061847,0.9417706
Detached Observer,suppressive,low,0.12766151,0.0020419944,1.1489536,0.9663441
Rational Analyzer,suppressive,low,0.09664367,0.0011844424,0.86979306,0.97745186
Emotionally Volatile,reactive,high,0.0712756,0.00043764396,0.6414804,0.110290706
Highly Sensitive,reactive,high,0.2415374,0.0068325195,2.1738367,0.43941545
Easily Overwhelmed,reactive,high,0.027809773,3.4954814e-05,0.25028795,0.026550476
Impulsive Reactor,reactive,high,0.2321763,0.0063267644,2.0895867,0.4433067
Optimistic Interpreter,positive,medium,0.12546453,0.0020406032,1.1291808,0.9865302
Gratitude Focused,positive,medium,0.26802126,0.0093587,2.4121914,0.8955416
Hope Oriented,positive,medium,0.19649516,0.004814786,1.7684565,0.96155053
Reward Seeker,positive,medium,0.3558724,0.016310943,3.2028515,0.7574722
Negative Anticipator,negative,medium,0.13665895,0.0024226296,1.2299305,0.98216563
Critical Evaluator,negative,medium,0.31300366,0.012805069,2.8170328,0.8635934
Self Demanding,negative,medium,0.33499646,0.014598537,3.0149682,0.8129467
Threat Aware,negative,medium,0.15898108,0.0032459274,1.4308298,0.97436404
Emotionally Balanced,balanced,medium,0.16305599,0.0033438671,1.4675039,0.9524554
Empathy Driven,balanced,medium,0.34980404,0.01547398,3.1482363,0.6808769
Socially Sensitive,balanced,medium,0.28570855,0.010669438,2.5713768,0.8621408
Cautious Processor,balanced,medium,0.20268536,0.0053395205,1.8241682,0.92540973
Stoic Regulator,suppressive,low,0.15939206,0.0025974151,1.2751365,0.9513876
Calm Reflective,suppressive,low,0.17068283,0.0030201813,1.3654627,0.9417706
Detached Observer,suppressive,low,0.13000926,0.0017152315,1.0400741,0.9663441
Rational Analyzer,suppressive,low,0.09891649,0.001005365,0.79133195,0.97745186
Emotionally Volatile,reactive,high,0.08515074,0.00046962345,0.6812059,0.110290706
Highly Sensitive,reactive,high,0.27088577,0.0071958383,2.1670861,0.43941545
Easily Overwhelmed,reactive,high,0.040717926,3.9530725e-05,0.3257434,0.026550476
Impulsive Reactor,reactive,high,0.2603752,0.0066551194,2.0830016,0.4433067
Optimistic Interpreter,positive,medium,0.12741803,0.0016971589,1.0193442,0.9865302
Gratitude Focused,positive,medium,0.27905327,0.008157404,2.2324262,0.8955416
Hope Oriented,positive,medium,0.20325321,0.004199238,1.6260257,0.96155053
Reward Seeker,positive,medium,0.38817632,0.01569634,3.1054106,0.7574722
Negative Anticipator,negative,medium,0.14038628,0.002062607,1.1230903,0.98216563
Critical Evaluator,negative,medium,0.3301972,0.011471899,2.6415775,0.8635934
Self Demanding,negative,medium,0.35973918,0.013574032,2.8779135,0.8129467
Threat Aware,negative,medium,0.16467634,0.002821268,1.3174107,0.97436404
Emotionally Balanced,balanced,medium,0.1660645,0.0027973454,1.328516,0.9524554
Empathy Driven,balanced,medium,0.38742954,0.015446445,3.0994363,0.6808769
Socially Sensitive,balanced,medium,0.30154464,0.009565331,2.412357,0.8621408
Cautious Processor,balanced,medium,0.20823137,0.004528878,1.665851,0.92540973
Stoic Regulator,suppressive,low,0.15709472,0.0031303903,1.4138525,0.9513876
Calm Reflective,suppressive,low,0.16779448,0.0036278307,1.5101503,0.9417706
Detached Observer,suppressive,low,0.12796392,0.0020499611,1.1516752,0.9663441
Rational Analyzer,suppressive,low,0.09685702,0.0011887507,0.87171316,0.97745186
Emotionally Volatile,reactive,high,0.06933658,0.00042980275,0.6240292,0.110290706
Highly Sensitive,reactive,high,0.24242091,0.006835744,2.1817882,0.43941545
Easily Overwhelmed,reactive,high,0.026692817,3.193476e-05,0.24023536,0.026550476
Impulsive Reactor,reactive,high,0.23305205,0.006329391,2.0974684,0.4433067
Optimistic Interpreter,positive,medium,0.12565635,0.002046384,1.1309072,0.9865302
Gratitude Focused,positive,medium,0.26870924,0.00939426,2.4183831,0.8955416
Hope Oriented,positive,medium,0.19687586,0.004829819,1.7718827,0.96155053
Reward Seeker,positive,medium,0.35692918,0.016360909,3.2123625,0.7574722
Negative Anticipator,negative,medium,0.13687855,0.0024295503,1.231907,0.98216563
Critical Evaluator,negative,medium,0.3138115,0.012850536,2.8243036,0.8635934
Self Demanding,negative,medium,0.33593205,0.014647656,3.0233884,0.8129467
Threat Aware,negative,medium,0.15925723,0.0032553636,1.433315,0.97436404
Emotionally Balanced,balanced,medium,0.16345733,0.0033574062,1.471116,0.9524554
Empathy Driven,balanced,medium,0.3509639,0.015514748,3.158675,0.6808769
Socially Sensitive,balanced,medium,0.28649104,0.01070904,2.5784194,0.8621408
Cautious Processor,balanced,medium,0.20321564,0.005361357,1.8289407,0.92540973
Stoic Regulator,suppressive,low,0.15717435,0.0031331992,1.4145691,0.9513876
Calm Reflective,suppressive,low,0.16788174,0.00363102,1.5109357,0.9417706
Detached Observer,suppressive,low,0.12802626,0.0020517115,1.1522363,0.9663441
Rational Analyzer,suppressive,low,0.09690287,0.0011897453,0.8721258,0.97745186
Emotionally Volatile,reactive,high,0.064653516,0.00043458343,0.58188164,0.110290706
Highly Sensitive,reactive,high,0.24212286,0.0068447157,2.1791058,0.43941545
Easily Overwhelmed,reactive,high,0.020427294,3.3496915e-05,0.18384565,0.026550476
Impulsive Reactor,reactive,high,0.23282848,0.006339319,2.0954564,0.4433067
Optimistic Interpreter,positive,medium,0.12573165,0.0020488836,1.1315848,0.9865302
Gratitude Focused,positive,medium,0.2688276,0.009400125,2.4194484,0.8955416
Hope Oriented,positive,medium,0.19693762,0.0048322603,1.7724385,0.96155053
Reward Seeker,positive,medium,0.3572341,0.016372826,3.2151067,0.7574722
Negative Anticipator,negative,medium,0.13694492,0.0024319058,1.2325042,0.98216563
Critical Evaluator,negative,medium,0.31396225,0.012857831,2.8256602,0.8635934
Self Demanding,negative,medium,0.33615732,0.014657361,3.025416,0.8129467
Threat Aware,negative,medium,0.15931575,0.0032575708,1.4338417,0.97436404
Emotionally Balanced,balanced,medium,0.16353482,0.003360241,1.4718133,0.9524554
Empathy Driven,balanced,medium,0.35138908,0.015527716,3.1625018,0.6808769
Socially Sensitive,balanced,medium,0.28665632,0.010716226,2.579907,0.8621408
Cautious Processor,balanced,medium,0.20331588,0.005365547,1.8298429,0.92540973
Stoic Regulator,suppressive,low,0.1571509,0.0031365664,1.414358,0.9513876
Calm Reflective,suppressive,low,0.16787913,0.003636151,1.5109122,0.9417706
Detached Observer,suppressive,low,0.12798251,0.002052961,1.1518426,0.9663441
Rational Analyzer,suppressive,low,0.09686192,0.0011901798,0.87175727,0.97745186
Emotionally Volatile,reactive,high,0.07178941,0.00044081517,0.6461047,0.110290706
Highly Sensitive,reactive,high,0.24217534,0.0068662055,2.179578,0.43941545
Easily Overwhelmed,reactive,high,0.03268987,3.6147798e-05,0.29420882,0.026550476
Impulsive Reactor,reactive,high,0.23286785,0.0063597867,2.0958107,0.4433067
Optimistic Interpreter,positive,medium,0.12565003,0.0020477981,1.1308503,0.9865302
Gratitude Focused,positive,medium,0.26883504,0.009417021,2.4195154,0.8955416
Hope Oriented,positive,medium,0.19685592,0.004834011,1.7717032,0.96155053
Reward Seeker,positive,medium,0.3570897,0.016413514,3.2138073,0.7574722
Negative Anticipator,negative,medium,0.13686563,0.002431224,1.2317907,0.98216563
Critical Evaluator,negative,medium,0.313966,0.012884036,2.825694,0.8635934
Self Demanding,negative,medium,0.33611965,0.014692391,3.0250769,0.8129467
Threat Aware,negative,medium,0.15923673,0.0032577005,1.4331305,0.97436404
Emotionally Balanced,balanced,medium,0.16349989,0.003363356,1.4714991,0.9524554
Empathy Driven,balanced,medium,0.35105458,0.015567839,3.1594913,0.6808769
Socially Sensitive,balanced,medium,0.28667858,0.01074073,2.5801072,0.8621408
Cautious Processor,balanced,medium,0.20332405,0.0053742537,1.8299165,0.92540973
Stoic Regulator,suppressive,low,0.15669444,0.003117563,1.41025,0.9513876
Calm Reflective,suppressive,low,0.16733162,0.0036116363,1.5059845,0.9417706
Detached Observer,suppressive,low,0.127674,0.0020425245,1.149066,0.9663441
Rational Analyzer,suppressive,low,0.09665753,0.0011849036,0.86991775,0.97745186
Emotionally Volatile,reactive,high,0.06714925,0.00041966472,0.60434324,0.110290706
Highly Sensitive,reactive,high,0.2405494,0.0067849355,2.1649446,0.43941545
Easily Overwhelmed,reactive,high,0.024904728,2.9248893e-05,0.22414255,0.026550476
Impulsive Reactor,reactive,high,0.23123863,0.006281491,2.0811477,0.4433067
Optimistic Interpreter,positive,medium,0.12555552,0.002044526,1.1299996,0.9865302
Gratitude Focused,positive,medium,0.26794338,0.009351704,2.4114904,0.8955416
Hope Oriented,positive,medium,0.19652037,0.004816267,1.7686833,0.96155053
Reward Seeker,positive,medium,0.35571024,0.016275732,3.2013922,0.7574722
Negative Anticipator,negative,medium,0.13672674,0.0024259994,1.2305406,0.98216563
Critical Evaluator,negative,medium,0.312891,0.012791107,2.816019,0.8635934
Self Demanding,negative,medium,0.33484676,0.014573615,3.0136209,0.8129467
Threat Aware,negative,medium,0.15902132,0.0032483274,1.4311918,0.97436404
Emotionally Balanced,balanced,medium,0.16305955,0.003344318,1.467536,0.9524554
Empathy Driven,balanced,medium,0.34963706,0.0154287815,3.1467335,0.6808769
Socially Sensitive,balanced,medium,0.28558588,0.010654841,2.570273,0.8621408
Cautious Processor,balanced,medium,0.20264193,0.0053369445,1.8237774,0.92540973
Stoic Regulator,suppressive,low,0.1571608,0.0031336953,1.4144472,0.9513876
Calm Reflective,suppressive,low,0.16788416,0.0036325296,1.5109574,0.9417706
Detached Observer,suppressive,low,0.12799895,0.0020514042,1.1519905,0.9663441
Rational Analyzer,suppressive,low,0.09687731,0.0011893825,0.8718958,0.97745186
Emotionally Volatile,reactive,high,0.073048815,0.00044178008,0.65743935,0.110290706
Highly Sensitive,reactive,high,0.2419756,0.006872627,2.1777804,0.43941545
Easily Overwhelmed,reactive,high,0.031739473,3.625836e-05,0.28565526,0.026550476
Impulsive Reactor,reactive,high,0.23267691,0.0063658967,2.0940921,0.4433067
Optimistic Interpreter,positive,medium,0.12567192,0.0020468065,1.1310474,0.9865302
Gratitude Focused,positive,medium,0.26885214,0.009407069,2.4196694,0.8955416
Hope Oriented,positive,medium,0.1968858,0.004830787,1.7719722,0.96155053
Reward Seeker,positive,medium,0.3572438,0.01639868,3.2151942,0.7574722
Negative Anticipator,negative,medium,0.13688962,0.0024299405,1.2320065,0.98216563
Critical Evaluator,negative,medium,0.31399944,0.012870238,2.825995,0.8635934
Self Demanding,negative,medium,0.33619678,0.014677079,3.025771,0.8129467
Threat Aware,negative,medium,0.15926409,0.0032558057,1.4333768,0.97436404
Emotionally Balanced,balanced,medium,0.16351406,0.003360438,1.4716265,0.9524554
Empathy Driven,balanced,medium,0.3513384,0.015558181,3.1620455,0.6808769
Socially Sensitive,balanced,medium,0.28670457,0.010728675,2.580341,0.8621408
Cautious Processor,balanced,medium,0.20332962,0.005368677,1.8299667,0.92540973
Stoic Regulator,suppressive,low,0.16240846,0.0021296246,1.1368592,0.9513876
Calm Reflective,suppressive,low,0.17426582,0.002481145,1.2198607,0.9417706
Detached Observer,suppressive,low,0.13294426,0.0014231622,0.93060976,0.9663441
Rational Analyzer,suppressive,low,0.10164719,0.0008411717,0.7115303,0.97745186
Emotionally Volatile,reactive,high,0.08505106,0.0005362349,0.5953574,0.110290706
Highly Sensitive,reactive,high,0.31110194,0.00787278,2.1777136,0.43941545
Easily Overwhelmed,reactive,high,0.028361017,4.3647568e-05,0.19852711,0.026550476
Impulsive Reactor,reactive,high,0.29910895,0.0072819637,2.0937626,0.4433067
Optimistic Interpreter,positive,medium,0.1293079,0.0013761842,0.90515524,0.9865302
Gratitude Focused,positive,medium,0.2911736,0.0070014484,2.0382152,0.8955416
Hope Oriented,positive,medium,0.21156868,0.003624414,1.4809808,0.96155053
Reward Seeker,positive,medium,0.42696562,0.015106585,2.9887593,0.7574722
Negative Anticipator,negative,medium,0.14423986,0.0017150928,1.009679,0.98216563
Critical Evaluator,negative,medium,0.34950283,0.010150157,2.4465199,0.8635934
Self Demanding,negative,medium,0.38850147,0.0125424005,2.7195103,0.8129467
Threat Aware,negative,medium,0.17110981,0.0024078842,1.1977687,0.97436404
Emotionally Balanced,balanced,medium,0.16952367,0.0023059375,1.1866657,0.9524554
Empathy Driven,balanced,medium,0.43446285,0.015574705,3.04124,0.6808769
Socially Sensitive,balanced,medium,0.31942964,0.008482264,2.2360075,0.8621408
Cautious Processor,balanced,medium,0.21421185,0.003775828,1.499483,0.92540973
Stoic Regulator,suppressive,low,0.15725285,0.0031366837,1.4152757,0.9513876
Calm Reflective,suppressive,low,0.16797799,0.0036353562,1.511802,0.9417706
Detached Observer,suppressive,low,0.12807745,0.0020539705,1.152697,0.9663441
Rational Analyzer,suppressive,low,0.09693519,0.0011909456,0.87241673,0.97745186
Emotionally Volatile,reactive,high,0.06667277,0.0004264161,0.6000549,0.110290706
Highly Sensitive,reactive,high,0.2412706,0.006822865,2.1714354,0.43941545
Easily Overwhelmed,reactive,high,0.02210385,3.036772e-05,0.19893464,0.026550476
Impulsive Reactor,reactive,high,0.2319497,0.0063167997,2.0875473,0.4433067
Optimistic Interpreter,positive,medium,0.12568805,0.002047761,1.1311924,0.9865302
Gratitude Focused,positive,medium,0.26895508,0.009410681,2.4205956,0.8955416
Hope Oriented,positive,medium,0.19699843,0.004837582,1.7729859,0.96155053
Reward Seeker,positive,medium,0.3570614,0.016370706,3.2135525,0.7574722
Negative Anticipator,negative,medium,0.13692981,0.0024318828,1.2323684,0.98216563
Critical Evaluator,negative,medium,0.3140608,0.012870092,2.8265471,0.8635934
Self Demanding,negative,medium,0.33613932,0.014664022,3.0252538,0.8129467
Threat Aware,negative,medium,0.15933914,0.0032596616,1.4340523,0.97436404
Emotionally Balanced,balanced,medium,0.16361171,0.0033639867,1.4725055,0.9524554
Empathy Driven,balanced,medium,0.3509945,0.015513565,3.1589506,0.6808769
Socially Sensitive,balanced,medium,0.28673986,0.010726074,2.5806587,0.8621408
Cautious Processor,balanced,medium,0.20343044,0.0053720106,1.830874,0.92540973
Stoic Regulator,suppressive,low,0.15719505,0.003133501,1.4147555,0.9513876
Calm Reflective,suppressive,low,0.16793415,0.0036323224,1.5114074,0.9417706
Detached Observer,suppressive,low,0.12801594,0.002051346,1.1521435,0.9663441
Rational Analyzer,suppressive,low,0.096886404,0.0011893577,0.8719776,0.97745186
Emotionally Volatile,reactive,high,0.06486019,0.00044428717,0.58374166,0.110290706
Highly Sensitive,reactive,high,0.24269809,0.0068618613,2.1842828,0.43941545
Easily Overwhelmed,reactive,high,0.02481396,3.669944e-05,0.22332564,0.026550476
Impulsive Reactor,reactive,high,0.23339789,0.0063553434,2.100581,0.4433067
Optimistic Interpreter,positive,medium,0.12563883,0.0020460316,1.1307495,0.9865302
Gratitude Focused,positive,medium,0.26897377,0.009407196,2.420764,0.8955416
Hope Oriented,positive,medium,0.19690529,0.0048311437,1.7721475,0.96155053
Reward Seeker,positive,medium,0.35759813,0.016394109,3.218383,0.7574722
Negative Anticipator,negative,medium,0.13687152,0.0024294385,1.2318437,0.98216563
Critical Evaluator,negative,medium,0.31417498,0.012870174,2.8275747,0.8635934
Self Demanding,negative,medium,0.33646,0.0146752605,3.02814,0.8129467
Threat Aware,negative,medium,0.1592662,0.003255753,1.4333959,0.97436404
Emotionally Balanced,balanced,medium,0.16354579,0.0033603034,1.471912,0.9524554
Empathy Driven,balanced,medium,0.35181305,0.015549393,3.1663175,0.6808769
Socially Sensitive,balanced,medium,0.28688776,0.010728246,2.5819898,0.8621408
Cautious Processor,balanced,medium,0.20340386,0.0053685317,1.8306347,0.92540973
Stoic Regulator,suppressive,low,0.15671168,0.00311882,1.4104052,0.9513876
Calm Reflective,suppressive,low,0.16737135,0.0036142827,1.5063422,0.9417706
Detached Observer,suppressive,low,0.1276697,0.0020426118,1.1490273,0.9663441
Rational Analyzer,suppressive,low,0.0966483,0.0011847399,0.86983466,0.97745186
Emotionally Volatile,reactive,high,0.0663801,0.00043437217,0.5974209,0.110290706
Highly Sensitive,reactive,high,0.24214798,0.0068332646,2.1793318,0.43941545
Easily Overwhelmed,reactive,high,0.022855373,3.34738e-05,0.20569836,0.026550476
Impulsive Reactor,reactive,high,0.23282886,0.0063278656,2.0954597,0.4433067
Optimistic Interpreter,positive,medium,0.12549816,0.0020423548,1.1294835,0.9865302
Gratitude Focused,positive,medium,0.26806256,0.009363268,2.412563,0.8955416
Hope Oriented,positive,medium,0.19650283,0.0048154937,1.7685255,0.96155053
Reward Seeker,positive,medium,0.35603118,0.01632366,3.2042806,0.7574722
Negative Anticipator,negative,medium,0.13668185,0.0024240895,1.2301366,0.98216563
Critical Evaluator,negative,medium,0.31307104,0.012811787,2.8176394,0.8635934
Self Demanding,negative,medium,0.335112,0.014608449,3.0160081,0.8129467
Threat Aware,negative,medium,0.15899187,0.0032468839,1.4309268,0.97436404
Emotionally Balanced,balanced,medium,0.16307014,0.0033452467,1.4676313,0.9524554
Empathy Driven,balanced,medium,0.34999123,0.015486749,3.1499212,0.6808769
Socially Sensitive,balanced,medium,0.2857796,0.010675736,2.5720165,0.8621408
Cautious Processor,balanced,medium,0.20271018,0.005342145,1.8243916,0.92540973
Stoic Regulator,suppressive,low,0.15692104,0.003123818,1.4122894,0.9513876
Calm Reflective,suppressive,low,0.1676176,0.0036208152,1.5085584,0.9417706
Detached Observer,suppressive,low,0.12781493,0.0020451753,1.1503344,0.9663441
Rational Analyzer,suppressive,low,0.096744806,0.0011859296,0.8707032,0.97745186
Emotionally Volatile,reactive,high,0.06418163,0.00042980097,0.5776347,0.110290706
Highly Sensitive,reactive,high,0.24166676,0.0068426486,2.175001,0.43941545
Easily Overwhelmed,reactive,high,0.019201227,3.1856664e-05,0.17281103,0.026550476
Impulsive Reactor,reactive,high,0.23236765,0.006337194,2.0913088,0.4433067
Optimistic Interpreter,positive,medium,0.1255633,0.0020430675,1.1300696,0.9865302
Gratitude Focused,positive,medium,0.268483,0.009380597,2.416347,0.8955416
Hope Oriented,positive,medium,0.19667313,0.0048192507,1.7700582,0.96155053
Reward Seeker,positive,medium,0.35682118,0.016355839,3.2113905,0.7574722
Negative Anticipator,negative,medium,0.13676372,0.002425124,1.2308735,0.98216563
Critical Evaluator,negative,medium,0.31359467,0.012835889,2.822352,0.8635934
Self Demanding,negative,medium,0.33577046,0.0146376975,3.021934,0.8129467
Threat Aware,negative,medium,0.15910573,0.0032487037,1.4319516,0.97436404
Emotionally Balanced,balanced,medium,0.16327596,0.0033502006,1.4694836,0.9524554
Empathy Driven,balanced,medium,0.35094488,0.015516447,3.1585038,0.6808769
Socially Sensitive,balanced,medium,0.28630182,0.010697681,2.5767164,0.8621408
Cautious Processor,balanced,medium,0.20301995,0.0053520957,1.8271796,0.92540973
Stoic Regulator,suppressive,low,0.15940803,0.0026043626,1.2752643,0.9513876
Calm Reflective,suppressive,low,0.17071965,0.003030024,1.3657572,0.9417706
Detached Observer,suppressive,low,0.13000233,0.0017185619,1.0400187,0.9663441
Rational Analyzer,suppressive,low,0.098900124,0.001006815,0.791201,0.97745186
Emotionally Volatile,reactive,high,0.07410207,0.00045842296,0.59281653,0.110290706
Highly Sensitive,reactive,high,0.2718348,0.007282821,2.1746783,0.43941545
Easily Overwhelmed,reactive,high,0.025122307,3.1171498e-05,0.20097846,0.026550476
Impulsive Reactor,reactive,high,0.26130655,0.006737903,2.0904524,0.4433067
Optimistic Interpreter,positive,medium,0.1273399,0.0016964059,1.0187192,0.9865302
Gratitude Focused,positive,medium,0.2792337,0.008194306,2.2338696,0.8955416
Hope Oriented,positive,medium,0.20326066,0.0042059915,1.6260853,0.96155053
Reward Seeker,positive,medium,0.38865465,0.015825741,3.1092372,0.7574722
Negative Anticipator,negative,medium,0.14032671,0.0020628304,1.1226137,0.98216563
Critical Evaluator,negative,medium,0.33047745,0.011533866,2.6438196,0.8635934
Self Demanding,negative,medium,0.3601333,0.0136692105,2.8810663,0.8129467
Threat Aware,negative,medium,0.16464701,0.0028236778,1.3171761,0.97436404
Emotionally Balanced,balanced,medium,0.16607973,0.0028042844,1.3286378,0.9524554
Empathy Driven,balanced,medium,0.38790601,0.015598262,3.1032481,0.6808769
Socially Sensitive,balanced,medium,0.30181062,0.009622049,2.414485,0.8621408
Cautious Processor,balanced,medium,0.20831151,0.0045460607,1.6664921,0.92540973
Stoic Regulator,suppressive,low,0.15708023,0.0031329063,1.4137222,0.9513876
Calm Reflective,suppressive,low,0.16780467,0.0036322512,1.5102421,0.9417706
Detached Observer,suppressive,low,0.12792814,0.0020504883,1.1513532,0.9663441
Rational Analyzer,suppressive,low,0.09682245,0.0011887366,0.871402,0.97745186
Emotionally Volatile,reactive,high,0.067794986,0.00044627278,0.61015487,0.110290706
Highly Sensitive,reactive,high,0.24358624,0.0068955133,2.1922762,0.43941545
Easily Overwhelmed,reactive,high,0.023307437,3.694459e-05,0.20976694,0.026550476
Impulsive Reactor,reactive,high,0.23426159,0.0063880114,2.1083543,0.4433067
Optimistic Interpreter,positive,medium,0.12560166,0.0020452333,1.130415,0.9865302
Gratitude Focused,positive,medium,0.2687894,0.009411972,2.4191046,0.8955416
Hope Oriented,positive,medium,0.19680485,0.004829239,1.7712437,0.96155053
